17031,Daigusto Phoenix,02766877,Monster,WIND,2,Pyro/Xyz/Effect,1500/1100,"Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up WIND monster you control; this turn, it can attack twice during each Battle Phase.",Gusto,"",2 Level 2 monsters,"",""
17032,Daigusto Sphreez,29552709,Monster,WIND,6,Psychic/Synchro/Effect,2000/1300,"When this card is Synchro Summoned: You can target 1 ""Gusto"" card in your Graveyard; add that target to your hand. Your opponent takes any Battle Damage you would have taken from battles involving a face-up ""Gusto"" monster you control. This card cannot be destroyed by battle.",Gusto,"","1 Tuner + 1 or more non-Tuner ""Gusto"" monsters","",""
17033,Damage Eater,60741115,Monster,DARK,2,Fiend/Effect,100/800,"During your opponent's turn, when your opponent activates a card or effect that would inflict damage, you can remove from play this card in your Graveyard to change that effect so it increases Life Points by the same amount instead.","","","","",""
17034,Damage Mage,50613779,Monster,DARK,3,Spellcaster/Effect,600/1200,"When you take damage from a card effect: You can Special Summon this card from your hand, and if you do, gain Life Points equal to the amount of damage you took.","","","","",""
17035,Dance Princess of the Ice Barrier,59546528,Monster,WATER,4,Spellcaster/Effect,1700/900,"Once per turn, if you control another face-up ""Ice Barrier"" monster, you can reveal any number of ""Ice Barrier"" monsters in your hand to select an equal number of Set Spell/Trap cards your opponent controls. Return the selected Set Spell/Trap cards your opponent controls to the hand.",Ice Barrier,"","","",""
17036,Dance Princess of the Nekroz,52738610,Monster,WATER,4,Spellcaster/Effect,1600/800,"Your opponent cannot activate cards or effects in response to the activation of a ""Nekroz"" Ritual Spell Card. ""Nekroz"" Ritual Monsters you control cannot be targeted by an opponent's card effects. If this card is Tributed by a card effect: You can target 1 of your banished ""Necroz"" monsters, except ""Dance Princess of the Nekroz""; add it to your hand. You can only use this effect of ""Dance Princess of the Nekroz"" once per turn.",Nekroz,"","","",""
17037,Dancing Elf,59983499,Monster,WIND,1,Fairy/Normal,300/200,An elf that dances across the sky with wings of razor-sharp blades.,"","","","",""
17038,Dancing Fairy,90925163,Monster,WIND,4,Fairy/Effect,1700/1000,"As long as this card remains in face-up Defense Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.","","","","",""
17039,Dandylion,15341821,Monster,EARTH,3,Plant/Effect,300/300,"If this card is sent to the Graveyard: Special Summon 2 ""Fluff Tokens"" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon during the turn they are Special Summoned.","","","","",""
17040,Danipon,48588176,Monster,EARTH,2,Insect/Effect,600/600,When this card is destroyed by battle and sent to the Graveyard: You can add 1 Insect-Type monster with 1000 DEF or less from your Deck to your hand.,"","","","",""
17041,"Dante, Pilgrim of the Burning Abyss",18386170,Monster,LIGHT,9,Fairy/Fusion/Effect,2800/2500,"Must be Fusion Summoned and cannot be Special Summoned by other ways. Cannot be targeted by an opponent's card effects. Once per turn, during either player's turn: You can send 1 ""Burning Abyss"" card from your hand to the Graveyard; draw 1 card. If this card is destroyed by battle and sent to the Graveyard, or if this card you control is sent to your Graveyard by an opponent's card effect: You can send 1 random card from your opponent's hand to the Graveyard.","Burning Abyss, Dante","","3 ""Burning Abyss"" monsters with different names","",""
17042,"Dante, Traveler of the Burning Abyss",83531441,Monster,LIGHT,3,Warrior/Xyz/Effect,1000/2500,"Once per turn: You can detach 1 Xyz Material from this card and choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; until the end of this turn, this card gains 500 ATK for each card sent to the Graveyard this way. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. If this card is sent to the Graveyard: You can target 1 ""Burning Abyss"" card in your Graveyard, except this card; add it to your hand.","Burning Abyss, Dante","",2 Level 3 monsters,"",""
17043,The Dark - Hex-Sealed Fusion,52101615,Monster,DARK,3,Rock/Effect,1000/1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding DARK Fusion Monster from your Extra Deck.","Hex-Sealed Fusion, Polymerization","","","",""
17044,Dark Armed Dragon,65192027,Monster,DARK,7,Dragon/Effect,2800/1000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 3 DARK monsters in your Graveyard, and cannot be Special Summoned by other ways. You can banish 1 DARK monster from your Graveyard, then target 1 card on the field; destroy that target.","Armed Dragon, Dark counterpart","","","",""
17045,Dark Artist,72520073,Monster,DARK,3,Fiend/Effect,600/1400,"If this card is being attacked by a LIGHT monster, its DEF is halved during damage calculation only.","","","","",""
17046,Dark Assailant,41949033,Monster,DARK,4,Zombie/Normal,1200/1200,"Armed with the Psycho Sword, this sinister assassin rules the bad land.","","","","",""
17047,Dark Balter the Terrible,80071763,Monster,DARK,5,Fiend/Fusion/Effect,2000/1200,"A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. When a Normal Spell Card is activated, negate the effect by paying 1000 Life Points. The effect of an Effect Monster that this monster destroys as a result of battle is negated.",Djinn,"","""Possessed Dark Soul"" + ""Frontier Wiseman""","",""
17048,Dark Bat,67049542,Monster,WIND,3,Winged Beast/Normal,1000/1000,Bats from the netherworld that use their hyper senses to detect their enemies.,"","","","",""
17049,Dark Blade,11321183,Monster,DARK,4,Warrior/Normal,1800/1500,"They say he is a dragon-manipulating warrior from the dark world. His attack is tremendous, using his great swords with vicious power.",Dark Blade,"","","",""
17050,Dark Blade the Captain of the Evil World,57784563,Monster,DARK,4,Warrior/Effect,1800/1500,"Once per turn: You can banish 1 DARK monster from your Graveyard to target 1 Level 4 or lower LIGHT monster your opponent controls; equip it to this card. (You can only equip 1 monster at a time to this card with this effect.) If this card on the field would be destroyed, the monster equipped to it with this effect is destroyed, instead.",Dark Blade,"","","",""
17051,Dark Blade the Dragon Knight,86805855,Monster,DARK,6,Warrior/Fusion/Effect,2200/1500,"Each time this card inflicts Battle Damage to your opponent, you can select up to 3 Monster Cards from your opponent's Graveyard and remove them from play.",Dark Blade,"","""Dark Blade"" + ""Pitch-Dark Dragon""","",""
17052,Dark Bug,44341034,Monster,DARK,1,Insect/Effect,100/100,"When this card is Normal Summoned, select and Special Summon 1 Level 3 Tuner monster from your Graveyard. The effect(s) of that monster is negated.","","","","",""
17053,Dark Cat with White Tail,08634636,Monster,EARTH,2,Beast/Effect,800/500,FLIP: Return 2 Monster Cards on your opponent's side of the field and 1 Monster Card on your side of the field to their owners' hands.,"","","","",""
17054,Dark Catapulter,33875961,Monster,EARTH,4,Machine/Effect,1000/1500,"During your Standby Phase, if this card is in Defense Position, put 1 counter on this card. You can remove from play a number of card(s) in your Graveyard equal to the number of counters on this card to destroy that many Spell or Trap Card(s) on the field. Then remove all counter(s) from this card.","","","","",""
17055,Dark Chimera,32344688,Monster,DARK,5,Fiend/Normal,1610/1460,A fire-breathing monster that dwells in the netherworld.,"","","","",""
17056,The Dark Creator,92719314,Monster,DARK,8,Thunder/Effect,2300/3000,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by having 5 or more DARK monsters in your Graveyard while you control no monsters. Once per turn: You can banish 1 DARK monster from your Graveyard to target 1 DARK monster in your Graveyard; Special Summon that target.,Dark counterpart,"","","",""
17057,Dark Crusader,91596726,Monster,DARK,4,Warrior/Effect,1600/200,You can send 1 DARK monster from your hand to the Graveyard; this card gains 400 ATK.,"","","","",""
17058,Dark Desertapir,70187958,Monster,EARTH,2,Beast/Effect,1100/300,"When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it.","","","","",""
17059,Dark Diviner,31919988,Monster,DARK,4,Fiend/Synchro/Effect,2000/1000,1 DARK Tuner + 1 non-Tuner Insect-Type monster,"This card cannot be destroyed by battle. When this card declares an attack, if the ATK of the attack target is higher than this card: The ATK of the attack target becomes equal to this face-up card's current ATK. This change lasts until the end of the Battle Phase. When this card destroys an opponent's monster by battle and sends it to the Graveyard: Send the top 3 cards of your opponent's Deck to the Graveyard.","","","",""
17060,Dark Doriado,62312469,Monster,DARK,4,Spellcaster/Pendulum/Effect,1800/1400,"If this card is Normal or Special Summoned: You can choose 4 monsters from your Deck (1 EARTH, 1 WATER, 1 FIRE, and 1 WIND), then place them on the top of the Deck in any order.",Dark counterpart,"","",5/5,"All EARTH, WATER, FIRE, and WIND monsters you control gain 200 ATK and DEF for every different Attribute among the monsters you control."
17061,Dark Driceratops,65287621,Monster,EARTH,6,Dinosaur/Effect,2400/1500,"If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.","","","","",""
17062,Dark Dust Spirit,89111398,Monster,EARTH,6,Zombie/Spirit,2200/1800,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all other face-up monsters on the field.,"","","","",""
17063,Dark Effigy,81755371,Monster,DARK,4,Fiend/Effect,1500/0,"If you Tribute Summon a DARK Normal Monster, you can treat this 1 monster as 2 Tributes.","","","","",""
17064,Dark Elf,21417692,Monster,DARK,4,Spellcaster/Effect,2000/800,This card requires a cost of 1000 of your own Life Points to attack.,Dark counterpart,"","","",""
17065,Dark End Dragon,88643579,Monster,DARK,8,Dragon/Synchro/Effect,2600/2100,"Once per turn: You can target 1 monster your opponent controls; this card loses 500 ATK and DEF, and you send that target to the Graveyard.",Dark counterpart,"",1 Tuner + 1 or more non-Tuner DARK monsters,"",""
17066,Dark Eradicator Warlock,29436665,Monster,DARK,7,Spellcaster/Effect,2500/2100,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Dark Magician"", and cannot be Special Summoned by other ways. Each time a Normal Spell Card is activated, inflict 1000 damage to your opponent immediately after it resolves.","","","","",""
17067,Dark Flare Knight,13722870,Monster,DARK,6,Warrior/Fusion/Effect,2200/800,"""Dark Magician"" + ""Flame Swordsman""","You take no Battle Damage from battles involving this card. When this card is destroyed by battle and sent to the Graveyard: Special Summon 1 ""Mirage Knight"" from your hand or Deck.","","","",""
17068,Dark Flattop,67904682,Monster,DARK,8,Machine/Synchro/Effect,0/3000,1 DARK Tuner + 1 or more non-Tuner Machine-Type monsters,"Once per turn: You can target 1 ""Reactor"" monster or ""Flying Fortress SKY FIRE"" in your Graveyard; Special Summon that target, ignoring its Summoning conditions. If this card is destroyed and sent to the Graveyard: You can Special Summon 1 Level 5 or lower Machine-Type monster from your hand.","","","",""
17069,Dark Garnex the Cubic Beast,41114306,Monster,EARTH,2,Beast/Effect,0/0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""Cubic"" monster you control to the Graveyard. If Summoned this way, this card gains 1000 ATK. When this card destroys a monster by battle: You can target up to 2 ""Vijam the Cubic Seed"" in your Graveyard; send this card to the Graveyard, and if you do, Special Summon them, then you can add 1 ""Blade Garoodia the Cubic Beast"" from your Deck to your hand.",Cubic,"","","",""
17070,Dark General Freed,70676581,Monster,DARK,5,Warrior/Effect,2300/1700,"Cannot be Special Summoned. Negate any Spell effects that target a face-up DARK monster(s) you control and if you do, destroy that Spell Card. During your Draw Phase, instead of conducting your normal draw: You can add 1 Level 4 DARK monster from your Deck to your hand. This card must be face-up on the field to activate and to resolve this effect.","Dark counterpart, Freed","","","",""
17071,Dark Gray,09159938,Monster,EARTH,3,Beast/Normal,800/900,"Entirely gray, this beast has rarely been seen by mortal eyes.","","","","",""
17072,Dark Grepher,14536035,Monster,DARK,4,Warrior/Effect,1700/1600,You can Special Summon this card (from your hand) by discarding 1 Level 5 or higher DARK monster. Once per turn: You can discard 1 DARK monster; send 1 DARK monster from your Deck to the Graveyard.,"Dark counterpart, Grepher","","","",""
17073,Dark Highlander,75326861,Monster,DARK,7,Fiend/Synchro/Effect,2800/2300,1 Fiend-Type Tuner + 1 or more non-Tuner Fiend-Type monsters,"Neither player can Synchro Summon. Once per turn: You can target 1 monster your opponent controls that is equipped with an Equip Card; destroy all Equip Cards equipped to that monster, and if you do, inflict 400 damage to your opponent for each card destroyed.","","","",""
17074,Dark Horus,66214679,Monster,DARK,8,Dragon/Effect,3000/1800,"Once per turn, after resolving a Spell Card that was activated during your opponent's Main Phase: You can target 1 Level 4 DARK monster in your Graveyard; Special Summon that target. This card must be face-up on the field to activate and to resolve this effect.",Dark counterpart,"","","",""
17075,Dark Hunter,19357125,Monster,DARK,4,Fiend/Effect,1600/400,"This card's effect changes depending on the number of DARK monsters in your Graveyard.
● 1 or fewer: This card loses 400 ATK.
● 2 to 4: This card gains 400 ATK.
● 5 or more: You can send this card to the Graveyard to destroy all face-down monsters your opponent controls.","","","","",""
17076,Dark Jeroid,90980792,Monster,DARK,4,Fiend/Effect,1200/1500,When this card is Summoned: Target 1 face-up monster on the field; it loses 800 ATK.,roid,"","","",""
17077,Dark King of the Abyss,53375573,Monster,DARK,3,Fiend/Normal,1200/800,It's said that this King of the Netherworld once had the power to rule over the dark.,"","","","",""
17078,Dark Lucius LV4,85313220,Monster,EARTH,4,Fiend/Effect,1000/300,"The effects of your opponent's monsters that this card destroys by battle are negated. During your next Standby Phase after this card destroys a monster by battle, by sending this card to the Graveyard, Special Summon 1 ""Dark Lucius LV6"" from your hand or Deck.","Dark Lucius, LV","","","",""
17079,Dark Lucius LV6,12817939,Monster,EARTH,6,Fiend/Effect,1700/600,"If this card was Special Summoned by the effect of ""Dark Lucius LV4"", the effects of your opponent's monsters that this card destroys by battle are negated. During your next Standby Phase after this card has negated your opponent's monster effect, by sending this card to the Graveyard, Special Summon 1 ""Dark Lucius LV8"" from your hand or Deck.","Dark Lucius, LV","","","",""
17080,Dark Lucius LV8,58206034,Monster,EARTH,8,Fiend/Effect,2800/900,"If this card was Special Summoned by the effect of ""Dark Lucius LV6"", your opponent's monsters that this card destroys by battle are removed from play, and their effects are negated.","Dark Lucius, LV","","","",""
17081,Dark Magician,46986414,Monster,DARK,7,Spellcaster/Normal,2500/2100,The ultimate wizard in terms of attack and defense.,Dark Magician,"","","",""
17083,Dark Magician Girl,38033121,Monster,DARK,6,Spellcaster/Effect,2000/1700,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.","Dark Magician, Dark Magician Girl, Magician Girl","","","",""
17084,Dark Magician Girl the Dragon Knight,43892408,Monster,DARK,7,Dragon/Fusion/Effect,2600/1700,"Must be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"", and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can send 1 card from your hand to the Graveyard, then target 1 face-up card on the field; destroy that target.","Dark Magician, Dark Magician Girl, Magician Girl","","""Dark Magician Girl"" + 1 Dragon-Type monster","",""
17085,Dark Magician Knight,50725996,Monster,DARK,7,Warrior/Effect,2500/2100,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Knight's Title"" and cannot be Special Summoned by other ways. When this card is Special Summoned: Target 1 card on the field; destroy that target.",Dark Magician,"","","",""
17086,Dark Magician of Chaos,40737112,Monster,DARK,8,Spellcaster/Effect,2800/2600,"During the End Phase, if this card was Normal or Special Summoned this turn: You can target 1 Spell Card in your Graveyard; add it to your hand. You can only use this effect of ""Dark Magician of Chaos"" once per turn. If this card destroys an opponent's monster by battle, after damage calculation: Banish that opponent's monster. If this face-up card would leave the field, banish it instead.",Magician,"","","",""
17087,Dark Master - Zorc,97642679,Monster,DARK,8,Fiend/Ritual/Effect,2700/1500,"You can Ritual Summon this card with ""Contract with the Dark Master"". Once per turn: You can roll a six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.","","","","",""
17088,Dark Mimic LV1,74713516,Monster,DARK,1,Fiend/Effect,100/1000,"FLIP: Draw 1 card.During your Standby Phase: You can send this face-up card to the Graveyard; Special Summon 1 ""Dark Mimic LV3"" from your hand or Deck.",LV,"","","",""
17089,Dark Mimic LV3,01102515,Monster,DARK,3,Fiend/Effect,1000/1000,"If this card is destroyed by battle and sent to the Graveyard: Draw 1 card, but if this card was Special Summoned by the effect of ""Dark Mimic LV1"", draw 2 cards instead.",LV,"","","",""
17090,Dark Necrofear,31829185,Monster,DARK,8,Fiend/Effect,2200/2800,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend-Type monsters from your Graveyard. During the End Phase, if this card is in the Graveyard because it was destroyed by an opponent's card this turn (by battle or card effect) and sent to your Graveyard while it was a Monster Card under your control: Target 1 face-up monster your opponent controls; equip this card to that target. While this card is equipped to a monster by this effect, take control of that monster.","","","","",""
17091,Dark Nephthys,38107923,Monster,DARK,8,Winged Beast/Effect,2400/1600,If you have 3 or more DARK monsters in your Graveyard and this card in your hand: You can banish 2 of them from your Graveyard; send this card from your hand to the Graveyard. During your next Standby Phase after this card was sent to the Graveyard by this effect: Special Summon this card from the Graveyard. When this card is Special Summoned: Target 1 Spell/Trap Card on the field; destroy that target.,Dark counterpart,"","","",""
17092,Dark Paladin,98502113,Monster,DARK,8,Spellcaster/Fusion/Effect,2900/2400,"Must be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",Prophecy,"","""Dark Magician"" + ""Buster Blader""","",""
17093,Dark Plant,13193642,Monster,DARK,1,Plant/Normal,300/400,This mutant flower draws its power from pollutants and the dark forces.,"","","","",""
17094,Dark Prisoner,89558090,Monster,DARK,3,Fiend/Normal,600/1000,This monster bends light to hide its image from the eyes of opponents.,"","","","",""
17095,Dark Rabbit,99261403,Monster,DARK,4,Beast/Normal,1100/1500,"He leaps up, down, and all around! Nobody can lay a hand on this funny bunny.","","","","",""
17096,Dark Rebellion Xyz Dragon,16195942,Monster,DARK,4,Dragon/Xyz/Effect,2500/2000,"You can detach 2 Xyz Materials from this card, then target 1 face-up monster your opponent controls; its ATK becomes half its current ATK, and if it does, this card gains that lost ATK.","Four Dimension Dragons, Xyz, Xyz Dragon","",2 Level 4 monsters,"",""
17097,Dark Red Enchanter,45462639,Monster,DARK,6,Spellcaster/Effect,1700/2200,"If this card is Normal Summoned: Place 2 Spell Counters on it. Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 300 ATK for each Spell Counter on it. Once per turn: You can remove 2 Spell Counters from this card; Discard 1 random card from your opponent's hand.","","","","",""
17098,Dark Requiem Xyz Dragon,01621413,Monster,DARK,5,Dragon/Xyz/Effect,3000/2500,"If this card has ""Dark Rebellion Xyz Dragon"" as Xyz Material, it gains these effects.
● Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; change its ATK to 0, and if you do, this card gains ATK equal to that monster's original ATK.
● During either player's turn, when your opponent activates a monster effect: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that card, then you can Special Summon 1 Xyz Monster from your Graveyard.","Xyz, Xyz Dragon","",3 Level 5 monsters,"",""
17099,Dark Resonator,97021916,Monster,DARK,3,Fiend/Tuner/Effect,1300/300,"The first time this card would be destroyed by battle each turn, it is not destroyed.",Resonator,"","","",""
17100,Dark Ruler Ha Des,53982768,Monster,DARK,6,Fiend/Effect,2450/1600,Cannot be Special Summoned from the Graveyard. Negate the effects of monsters destroyed by battle with Fiend-Type monsters you control.,"","","","",""
17101,Dark Sage,92377303,Monster,DARK,9,Spellcaster/Effect,2800/3200,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand or Deck) by Tributing 1 ""Dark Magician"" immediately after applying the effect of ""Time Wizard"" in which you called the coin toss right. When Special Summoned this way: Add 1 Spell Card from your Deck to your hand.",Aged counterpart,"","","",""
17102,Dark Scorpion - Chick the Yellow,61587183,Monster,DARK,3,Warrior/Effect,1000/1000,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:
● Target 1 card on the field; return that target to the hand.
● Look at the top card of their Deck, then return it to the top or bottom of the Deck.",Dark Scorpion,"","","",""
17103,Dark Scorpion - Cliff the Trap Remover,06967870,Monster,DARK,3,Warrior/Effect,1200/1000,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:
● Target 1 Spell/Trap Card on the field; destroy that target.
● Send the top 2 cards of their Deck to the Graveyard.",Dark Scorpion,"","","",""
17104,Dark Scorpion - Gorg the Strong,48768179,Monster,DARK,5,Warrior/Effect,1800/1500,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:
● Target 1 monster your opponent controls; return that target to the top of the Deck.
● Send the top card of their Deck to the Graveyard.",Dark Scorpion,"","","",""
17105,Dark Scorpion - Meanae the Thorn,74153887,Monster,DARK,4,Warrior/Effect,1000/1800,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:
● Add 1 ""Dark Scorpion"" card from your Deck to your hand.
● Target 1 ""Dark Scorpion"" card in your Graveyard; add that target to your hand.",Dark Scorpion,"","","",""
17106,Dark Scorpion Burglars,40933924,Monster,DARK,4,Warrior/Effect,1000/1000,When this card inflicts Battle Damage to your opponent: Your opponent sends 1 Spell Card from their Deck to the Graveyard.,Dark Scorpion,"","","",""
17107,Dark Shade,40196604,Monster,WIND,3,Fiend/Normal,1000/1000,A crystal monster that unleashes a brilliant light to blind enemies.,"","","","",""
17108,Dark Simorgh,11366199,Monster,DARK,7,Winged Beast/Effect,2700/1000,"While face-up on the field, this card is also WIND-Attribute. You can banish 1 DARK monster and 1 WIND monster from your Graveyard; Special Summon this card from your hand. You can banish 1 DARK monster and 1 WIND monster from your hand; Special Summon this card from your Graveyard. Your opponent cannot Set any cards on the field.","Dark counterpart, Simorgh","","","",""
17109,Dark Spider,81759748,Monster,DARK,1,Insect/Effect,0/0,"Once per turn, you can increase the Level of 1 face-up Insect-Type monster you control by 2, until the End Phase.",Spider,"","","",""
17110,Dark Strike Fighter,32646477,Monster,DARK,7,Machine/Synchro/Effect,2600/1800,1 Tuner + 1 or more non-Tuner monsters,"During your Main Phase 1: You can Tribute 1 monster; inflict damage to your opponent equal to the Tributed monster's Level on the field x 200. You can only use this effect of ""Dark Strike Fighter"" once per turn.","","","",""
17111,Dark Summoning Beast,87917187,Monster,DARK,5,Fiend/Effect,0/0,"You can Tribute this card; Special Summon 1 ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"" from your hand or Deck, ignoring its Summoning conditions, also monsters you control cannot attack for the rest of this turn. You can only use this effect of ""Dark Summoning Beast"" once per turn. You can banish this card from your Graveyard; add 1 ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or “Raviel, Lord of Phantasms"" from your Deck to your hand.","","","","",""
17112,Dark Tinker,76614003,Monster,DARK,2,Fiend/Tuner,1000/1300,"When this card you control is sent to the Graveyard, look at the top card of your Deck. Return that card to either the top or the bottom of the Deck.","","","","",""
17113,Dark Titan of Terror,89494469,Monster,DARK,4,Fiend/Normal,1300/1100,"A fiend said to dwell in the world of dreams, it attacks enemies in their sleep.","","","","",""
17114,Dark Valkyria,83269557,Monster,DARK,4,Fairy/Gemini/Effect,1800/1050,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
● Once, while this card is face-up on the field: You can place 1 Spell Counter on it. This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 monster on the field; destroy that target.",Dark counterpart,"","","",""
17115,Dark Verger,50164989,Monster,EARTH,2,Plant/Effect,0/1000,When a Plant-Type Tuner monster is Normal Summoned to your side of the field: You can Special Summon this card from your Graveyard in Attack Position.,"","","","",""
17116,Dark Voltanis,65282484,Monster,DARK,8,Fairy/Effect,2800/1400,"After 1 Counter Trap Card you control has been activated and has resolved, you can Tribute 1 DARK monster to Special Summon this card from your hand. If this card is Special Summoned in this way, destroy 1 card on the field.","Counter Fairy, Dark counterpart","","","",""
17117,Dark Witch,35565537,Monster,LIGHT,5,Fairy/Normal,1800/1700,A popular creature in mythology that delivers fatal attacks with a sharp spear.,"","","","",""
17118,Dark Zebra,59784896,Monster,EARTH,4,Beast/Effect,1800/400,"If this is the only Monster Card in your control during your Standby Phase, it is changed to Defense Position. You cannot change the position of this card during the same turn.","","","","",""
17119,Dark-Eyes Illusionist,38247752,Monster,DARK,2,Spellcaster/Flip/Effect,0/1400,FLIP: Target 1 monster on the field; it cannot attack while this card is face-up on the field.,"","","","",""
17120,Darkbishop Archfiend,35798491,Monster,WATER,3,Fiend/Effect,300/1400,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.",Archfiend,"","","",""
17121,Darkblaze Dragon,39343610,Monster,FIRE,7,Dragon/Effect,1200/1000,If this card is Special Summoned from the Graveyard: Its ATK and DEF become double its original ATK and DEF. If this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to that monster's original ATK.,"","","","",""
17122,Darkfire Dragon,17881964,Monster,DARK,4,Dragon/Fusion,1500/1250,"""Firegrass"" + ""Petit Dragon""","","","","",""
17123,Darkfire Soldier #1,05388481,Monster,FIRE,4,Pyro/Normal,1700/1150,An explosive expert from a special elite force.,"","","","",""
17124,Darkfire Soldier #2,78861134,Monster,FIRE,4,Pyro/Normal,1700/1100,A warrior who gained immeasurable power from the heart of a volcano.,"","","","",""
17125,Darkflare Dragon,25460258,Monster,DARK,5,Dragon/Effect,2400/1200,"You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn: You can send 1 Dragon-Type monster from your hand and 1 Dragon-Type monster from your Deck to the Graveyard, then target 1 card in either Graveyard; banish that target.","","","","",""
17126,Darklon,76202610,Monster,DARK,1,Fiend/Effect,100/100,"When this card is Normal Summoned: You can have all face-up monsters you currently control gain 1 Level, also, they become DARK (these effects last until the End Phase).","","","","",""
17127,Darklord Amdusc,51728779,Monster,DARK,6,Fairy/Effect,1800/2800,"You can discard this card and 1 ""Darklord"" card, then target 1 ""Darklord"" card in your Graveyard; add it to your hand. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use each effect of ""Darklord Amdusc"" once per turn. You can only Special Summon ""Darklord Amdusc(s)"" once per turn.",Darklord,"","","",""
17128,Darklord Asmodeus,85771019,Monster,DARK,8,Fairy/Effect,3000/2500,"Cannot be Special Summoned from the Deck or Graveyard. Once per turn: You can send 1 Fairy-Type monster from your Deck to the Graveyard. If this card you control is destroyed and sent to your Graveyard: Special Summon 1 ""Asmo Token"" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 ""Deus Token"" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). ""Asmo Token"" cannot be destroyed by card effects. ""Deus Token"" cannot be destroyed by battle.",Darklord,"","","",""
17129,Darklord Desire,55690251,Monster,DARK,10,Fairy/Effect,3000/2800,"Cannot be Special Summoned. You can Tribute Summon this card by Tributing 1 Fairy-Type monster. Once per turn: You can target 1 monster your opponent controls; this card loses exactly 1000 ATK, and if it does, send that target to the Graveyard.",Darklord,"","","",""
17130,Darklord Edeh Arae,47664723,Monster,DARK,5,Fairy/Effect,2300/2000,"If this card is Special Summoned from the Graveyard, it gains this effect.
● If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",Darklord,"","","",""
